序號,統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期
2501,69761047,銳鈦國際有限公司,桃園市大園區橫峰里大豐一街3號（1樓）,葉清銳,2500000,1070906
2502,69761052,富羚有限公司,桃園市桃園區保定五街18號,黃瓊儀,3000000,1070906
2503,69761068,富立紡實業有限公司,桃園市新屋區永安里中山西路三段1112號(1樓),曾柏盛,50000,1070906
2504,69761074,亞邑美麗顧問有限公司,桃園市桃園區寶慶里寶慶路58號(2樓),陸仁凱,500000,1070906
2505,69761102,宜長材料科技股份有限公司,桃園市中壢區中山里永福路672號8樓,劉育瑋,500000,1070906
2506,69761118,旭創能源有限公司,桃園市桃園區中信里德華街30號11樓,馮敬瑤,5000000,1070906
2507,69761124,佢英國際有限公司,桃園市大園區竹圍里竹圍街44巷3號1樓,徐逸桓,5000000,1070906
2508,69761139,登鼎國際學苑有限公司,桃園市桃園區民生路486號13樓之2,蔡瀞葳,400000,1070906
2509,69761145,樂活資產管理有限公司,桃園市桃園區同德里中正路1071號18樓之1,鮑美玲,30000000,1070906
2510,69761150,金財星有限公司,桃園市觀音區富源里3鄰新富路765巷2弄19號（1樓）,單財星,1000000,1070907
2511,69761172,順天昌國際有限公司,桃園市平鎮區東勢里洪圳路385之3號（3樓）,高洋鎰,1000000,1070907
2512,69761200,岳橋工程有限公司,桃園市大園區田心里中園街25號5樓,楊文緣,1000000,1070907
2513,69761216,巨暘有限公司,桃園市龜山區大湖一路163號5樓,鄭奕峰,500000,1070907
2514,69761237,樹拾藝庭園造景有限公司,桃園市蘆竹區錦中里南崁路一段148號10樓之2,劉仁民,1000000,1070907
2515,69761258,興鼎建設有限公司,桃園市桃園區文中路745號11樓,劉一麟,1000000,1070907
2516,69761264,樸億建設股份有限公司,桃園市蘆竹區南崁里中正路84號（2樓）,江志偉,10000000,1070907
2517,69761270,聯瀚科技有限公司,桃園市桃園區忠義里大業路一段79號4樓,陳楊迦妃,4000000,1070907
2518,69761285,鑠騰生醫科技有限公司,桃園市中壢區明德里南雄街31巷2號（1樓）,陳美芬,50000,1070907
2519,69761291,川晟投資有限公司,桃園市桃園區中正路1082號15樓,張淑芬,1000000,1070907
2520,69761335,興燦企業有限公司,桃園市新屋區東明里中興路349號（1樓）,葉宸溧,3000000,1070910
2521,69761378,旭晟紙業有限公司,桃園市蘆竹區內厝里長興路三段277巷5-2號,何佩臻,1000000,1070910
2522,69761383,麒望實業有限公司,桃園市桃園區東門里中山東路21號4樓,黃漢斌,500000,1070910
2523,69761412,承旻有限公司,桃園市平鎮區廣興里廣明路73號6樓之2,謝怡情,200000,1070910
2524,69761428,功研建設有限公司,桃園市中壢區新街里元化路218號5樓,姜義弘,9000000,1070910
2525,69761460,雲自國際有限公司,桃園市大園區橫峰里大豐一街3號1樓,方秀玲,500000,1070910
2526,69761481,堯祐國際有限公司,桃園市桃園區大興西路二段139巷95號4樓之1,蔡漢珉,100000,1070910
2527,69761497,益永通國際股份有限公司,桃園市龜山區福源里湖山街180巷56弄29號（2樓）,詹水坤,5000000,1070910
2528,69761546,羅雅實業有限公司,桃園市中壢區榮民路285巷24弄14號,吳東憲,500000,1070910
2529,69761567,冠瑞事業有限公司,桃園市桃園區三民里壽山路186號4樓,李英誌,500000,1070911
2530,69761573,仲宏數位科技有限公司,桃園市中壢區莊敬里莊敬路132號5樓,黃碧芬,500000,1070911
2531,69761588,永盛國際建設有限公司,桃園市桃園區中正路1071號4樓之3,崔詠勝,1000000,1070911
2532,69761601,燊馭國際有限公司,桃園市桃園區大林里桃鶯路315號（1樓）,楊宗杰,1000000,1070911
2533,69761617,瑄鼎資產管理股份有限公司,桃園市桃園區鎮一街111之2號,黃正忠,3000000,1070911
2534,69761638,祥幃科技有限公司,桃園市中壢區振興里龍岡路二段226巷43弄218號(1樓),程振睿,1000000,1070911
2535,69761659,新鼎資產管理股份有限公司,桃園市桃園區鎮一街111之2號,葉清宗,3000000,1070911
2536,69761686,摩爾數位整合行銷股份有限公司,桃園市桃園區鎮一街111號,魏群典,1000000,1070911
2537,69761715,矽橋科技有限公司,桃園市蘆竹區南崁路二段66號3樓之1,黃國欽,2000000,1070911
2538,69761742,秀成必達有限公司,桃園市桃園區新莊里大興路150巷87號(一樓),葉秀妹,1000000,1070911
2539,69761763,吉熙有限公司,桃園市平鎮區新安里星友街33巷8號 (1樓),王彥,50000,1070911
2540,69761779,巨倫有限公司,桃園市中壢區五權里正光三街48號5樓,嚴正軒,200000,1070911
2541,69761784,鉅典開發工程有限公司,桃園市中壢區五權里正大街62號8樓,余承運,20000,1070911
2542,69761790,原彩文化工作有限公司,桃園市中壢區內定八街39巷29弄2號（1樓）,胡湘彗,500000,1070911
2543,69761829,優麗實業有限公司,桃園市桃園區春日里春日路952巷1弄18號,楊安琪,5000000,1070911
2544,69761840,長宸牙美生技有限公司,桃園市桃園區中平路95號2樓,林芝瑜,500000,1070912
2545,69761898,熠熠設計有限公司,桃園市桃園區寶安里31鄰永安北路381巷6弄1號5樓,莊進益,300000,1070912
2546,69761932,双龍國際網絡有限公司,桃園市中壢區新街里延平路261號11樓,李忠明,500000,1070912
2547,69761948,和業有限公司,桃園市中壢區元化路226號8樓,蔡瑞文,500000,1070912
2548,69762046,欣宸科技有限公司,桃園市八德區廣興里廣福路451巷29號,傅勝裕,10000000,1070912
2549,69762051,新鴻昌木業有限公司,桃園市中壢區內定16街396巷36號,王美慧,3000000,1070912
2550,69764184,晉銳技術研發有限公司,臺南市新市區南科三路19號3樓之1,陳欣偉,2000000,1070905
2551,82763841,皇璽室內裝修有限公司,臺中市神岡區溪洲里11鄰溪洲路232號1樓,王俊羿,500000,1070906
2552,82763856,微光整合行銷有限公司,臺中市北屯區松勇里14鄰松竹路二段86巷48弄15號,簡均伶,120000,1070906
2553,82763862,亞細亞育才股份有限公司,臺中市西屯區潮洋里朝富路213號15樓之5,黃湘容,1000000,1070906
2554,82763878,詠銨有限公司,臺中市南區長春里復興路三段523號3樓,洪耿浩,500000,1070906
2555,82763883,網聯科技股份有限公司,臺中市大雅區大雅里雅潭路四段837號4樓,林鼎皓,1900000,1070906
2556,82763899,豐登工程技術顧問有限公司,臺中市西屯區逢福里櫻城一街92號1樓,謝聖平,2000000,1070906
2557,82763906,鏹瀧有限公司,臺中市清水區橋頭里民有路216巷19號1樓,呂昶諭,145000,1070906
2558,82763912,這裡有光社會企業股份有限公司,臺中市西區忠明里公益路124巷23號3樓,王繼鴻,1200000,1070906
2559,82763928,鑫曜科技有限公司,臺中市西區民龍里臺灣大道二段285號22樓之6,周鑫宏,5200000,1070906
2560,82763933,九行興業有限公司,臺中市西屯區潮洋里黎明路二段751之5號1樓,許俊龍,10000000,1070906
2561,82763949,鑄興有限公司,臺中市大雅區三和里建興路133號1樓,張正機,1000000,1070906
2562,82763954,保時有限公司,臺中市太平區建興里鵬儀路435號1樓,黃鴻文,500000,1070906
2563,82763960,鑫和金融科技有限公司,臺中市北區學士路257號7樓,王志平,600000,1070906
2564,82763976,裕唐投顧有限公司,臺中市北區中達里英才路219號2樓,林昆賢,3000000,1070906
2565,82763981,固衣優有限公司,臺中市大雅區大雅里建德街56號1樓,張狄雅,300000,1070906
2566,82763997,星寬國際有限公司,臺中市西區公益里忠明南路237號9樓之2,許元田,500000,1070906
2567,82764004,奕捷科技有限公司,臺中市烏日區榮泉里健行一路86號,簡詠峯,500000,1070907
2568,82764010,智寶互聯科技股份有限公司,臺中市北區賴村里梅亭街293號1樓,王靜雯,2000000,1070907
2569,82764026,萊沛斯運動股份有限公司,臺中市中區綠川里成功路10號3樓之2,楊芮文,830000,1070907
2570,82764031,神仙草國際股份有限公司,臺中市北區健行里健行路690號1樓,藍俊麟,920000,1070907
2571,82764047,輝丸有限公司,臺中市西屯區東興路三段381號5樓之3,王智輝,50000,1070907
2572,82764052,多元愛林股份有限公司,臺中市西屯區上安里臺灣大道三段556巷1弄7號,孫淑芬,2000000,1070907
2573,82764068,阿波羅創新有限公司,臺中市豐原區豐田里豐南街68巷35號1樓,陳秉榤,300000,1070907
2574,82764074,唐堡有限公司,臺中市北區建德里富強街13號,賴慈雯,50000,1070907
2575,82764089,知能川有限公司,臺中市南區和平里忠明南路758號11樓,張書豪,1000000,1070907
2576,82764095,錠安工程有限公司,臺中市南區崇倫里建國南路一段228號13樓之1,林芃宏,100000,1070907
2577,82764102,貝律室內裝修設計有限公司,臺中市太平區西安里東平路69巷7號1樓,王世佐,100000,1070907
2578,82764118,亞兆實業有限公司,臺中市北區進化路575號8樓之3,鄭紹淇,500000,1070907
2579,82764124,安成國際投資有限公司,臺中市西屯區大安西街60巷3號1樓,賴達夫,1000000,1070907
2580,82764139,和天下傳動設備有限公司,臺中市豐原區翁社里豐年路218巷22號,邱子玲,100000,1070907
2581,82764145,育隆貿易有限公司,臺中市神岡區新庄里新興路30-26號,許茹玉,100000,1070907
2582,82764150,明漾水產有限公司,臺中市南屯區田心里大墩四街321號地下一層,王義欣,100000,1070907
2583,82764166,宥昇國際有限公司,臺中市南屯區楓樹里環中路五段456號,陳雅玲,2125000,1070907
2584,82764172,意境園藝股份有限公司,臺中市北區中清路一段79號6樓,陳威龍,6000000,1070907
2585,82764187,伯樂有約有限公司,臺中市北區中正里臺灣大道一段667號6樓,王疇為,500000,1070907
2586,82764193,銳炫資源回收有限公司,臺中市太平區光興路2140巷260弄19號1樓,林傳中,200000,1070907
2587,82764200,信生貿易有限公司,臺中市西屯區寧漢一街20號,詹竣邰,100000,1070907
2588,82764216,奕安居室內裝修工程有限公司,臺中市北區健行里忠明路424號5樓之1,王坤偉,500000,1070907
2589,82764222,橋福貿易有限公司,臺中市東區東橋里大興街6-1號1樓,李順誠,60000,1070907
2590,82764237,金記電動車科技有限公司,臺中市豐原區北陽里中陽東街176號1樓,林青妙,4000000,1070907
2591,82764243,和鉅輪胎有限公司,臺中市西屯區永安里福雅路213巷3號1樓,蔡慶芳,500000,1070907
2592,82764258,永昇鷹架有限公司,臺中市清水區南社里鰲峰路371巷23號2樓,黃柏翰,200000,1070907
2593,82764264,凱加企業有限公司,臺中市大里區西湖里景庄街202巷58-15號,許力加,360000,1070907
2594,82764270,鮮品鮮海產有限公司,臺中市南屯區大同里向上南路一段167號14樓,林佑俊,100000,1070910
2595,82764285,承億海產有限公司,臺中市南屯區大同里向上南路一段167號14樓,林沛臻,100000,1070907
2596,82764291,旭瀛建設股份有限公司,臺中市大肚區新興里沙田路二段132巷79號,林裕坤,8800000,1070910
2597,82764308,可昇豐工業有限公司,臺中市大里區仁化里工業路79巷23號,張豫豐,100000,1070910
2598,82764314,安旭寶貿易有限公司,臺中市外埔區大東里甲后路五段258巷28號1樓,林李銘,1000000,1070910
2599,82764320,鴻程企業有限公司,臺中市大里區仁化里工業路79巷31之2號,彭國郎,10000000,1070910
2600,82764335,金棒行銷有限公司,臺中市西區忠明南路122號四樓之3,金潤洙(Kim Yun Soo),500000,1070910
2601,82764341,永豐成貿易有限公司,臺中市大里區金城里塗城路937號1樓,施囿仲,5000000,1070910
2602,82764356,尚賀機械加工有限公司,臺中市潭子區潭陽里復興路二段21巷1弄12號1樓,莊吉男,1500000,1070910
2603,82764362,振泰電池有限公司,臺中市后里區墩西里公安路170之2號1樓,許秀汝,500000,1070910
2604,82764378,利鑫精工有限公司,臺中市太平區永隆里光興路630巷40號,汪顏秀,1500000,1070910
2605,82764383,石安社企業有限公司,臺中市霧峰區五福里峰堤路761號,黃品甄,300000,1070910
2606,82764399,威錢有限公司,臺中市南區南和里工學五街37號9樓之2,林美珠,200000,1070910
2607,82764406,真工房工程開發有限公司,臺中市南屯區溝墘里大業路241號3樓之1,凌傳倫,1000000,1070910
2608,82764412,百特力有限公司,臺中市北區建興里梅亭街206號12樓,張晴美,300000,1070910
2609,82764428,晴叡資產有限公司,臺中市西屯區西墩里福科路1號,張耿嘉,5000000,1070910
2610,82764433,諦德有限公司,臺中市東勢區興隆里東蘭路106之2號1樓,張宏文,200000,1070910
2611,82764449,益盛食品有限公司,臺中市南屯區田心里大墩四街321號地下一層,林韻函,100000,1070910
2612,82764454,慕溪有限公司,臺中市烏日區九德里長春街127號2樓,李昭慧,1000000,1070910
2613,82764460,一路康有限公司,臺中市南屯區大墩路367號11樓,張恩啟,879900,1070910
2614,82764476,湧新水產有限公司,臺中市南屯區大同里向上南路一段167號14樓,林郁絲,100000,1070910
2615,82764481,玥軒設計有限公司,臺中市西屯區何厝里何厝東二街23號4樓之3,李亞儒,150000,1070910
2616,82764497,更鑫開發有限公司,臺中市北區中正里原子街71號底層1,林沐虹,500000,1070910
2617,82764503,旺龍土地開發有限公司,臺中市豐原區中興里成功路133巷36號1樓,王世隆,500000,1070910
2618,82764519,五儀數位科技股份有限公司,臺中市西屯區潮洋里朝富路213號15樓之8,李易晉,50000,1070910
2619,82764525,郡煬城國際股份有限公司,臺中市北屯區和平里軍福十一路18之28號1樓,蔡孟庭,1000000,1070910
2620,82764530,展鴻生物科技有限公司,臺中市北屯區崇興路1段33號,黃學元,200000,1070911
2621,82764546,順昌化工原料有限公司,臺中市大甲區庄美里大安港路173巷30號1樓,吳茂森,5000000,1070911
2622,82764551,卉新有限公司,臺中市豐原區陽明里府前街17號1樓,鍾潭貴,3000000,1070911
2623,82764567,華興螺絲有限公司,臺中市南區樹義里福田二街222號一樓,黃勝華,500000,1070911
2624,82764573,大佬二企業有限公司,臺中市大里區中興路二段459之2號1樓,林順興,300000,1070911
2625,82764588,百富國際開發有限公司,臺中市西屯區河南路四段51號1樓,楊金玫,7000000,1070911
2626,82764594,紳士有限公司,臺中市南屯區大同里大進街35號1樓,周其緯,100000,1070911
2627,82764601,皇冠旅館管理顧問股份有限公司,臺中市北區三民路三段125號6樓,游德華,10000000,1070911
2628,82764617,詠業生技有限公司,臺中市西區和龍里臺灣大道二段16號19樓之2,陳奕辰,1000000,1070911
2629,82764623,祐菖貿易有限公司,臺中市北區光大里英士路28號4樓之2,劉忠雄,1000000,1070911
2630,82764638,立盟人力仲介有限公司,臺中市南區三民西路303號1樓,魏建隆,5000000,1070911
2631,82764644,宇馨餐飲有限公司,臺中市北屯區平順里昌平路一段402號1樓,李明修,300000,1070911
2632,82764659,愛能聚企業有限公司,臺中市北屯區和平里東山路一段379之5號1樓,鄭冠群,100000,1070912
2633,82764665,四季蔘技有限公司,臺中市東區十甲里自由路四段295號1樓,江蔓凭,50000,1070912
2634,82764671,謙誠國際資產管理有限公司,臺中市南屯區同心里南屯路二段290號8樓之5,高德育,100000,1070912
2635,82764686,睿格設計工程有限公司,臺中市北屯區水景里水景街65號2樓,阮暄紘,5000000,1070912
2636,82764692,信富興業有限公司,臺中市烏日區九德里中華路552號2樓,蔡宗哲,500000,1070912
2637,82764709,傑涵股份有限公司,臺中市南區福平里美村路二段186號11樓之1,江子涵,2000000,1070912
2638,82764715,宗冠服飾有限公司,臺中市西屯區潮洋里朝富路38之3號1樓,溫培章,500000,1070912
2639,82764721,方木有限公司,臺中市大雅區四德里中清路三段819巷20號2樓,林姿余,3000000,1070912
2640,82764736,睿奇科技有限公司,臺中市西屯區逢甲路9之2號1樓,郭玉慧,500000,1070912
2641,82764742,貓門事業有限公司,臺中市南屯區春社里春社西巷28號1樓,李贊成,1000000,1070912
2642,82764757,金豪麥精密科技有限公司,臺中市東區東門里東門路107號1樓,蕭新諺,1000000,1070912
2643,82764763,韋程能源科技有限公司,臺中市大里區金城里上興街二段40號1樓,王李素卿,4500000,1070912
2644,82764779,淩濎物流股份有限公司,臺中市梧棲區永安里14鄰臨港路三段62號,劉怡玫,1000000,1070912
2645,82764784,均弘有限公司,臺中市大里區日新里吉隆路15巷18號1樓,柯銘坤,600000,1070912
2646,82764790,穩達工程有限公司,臺中市北屯區平陽里安順一街15號1樓,陳菀姍,500000,1070912
2647,82764807,億晟不動產有限公司,臺中市北屯區昌平路二段12之15巷22號1樓,黃麗菁,1200000,1070912
2648,82764813,至品有限公司,臺中市北屯區三光里北屯路335號,詹曉雁,100000,1070912
2649,82764829,鴻乘有限公司,臺中市沙鹿區犁分里七賢南路43巷19號,許清利,500000,1070912
2650,82764834,伋星國際有限公司,臺中市潭子區潭秀里潭富路一段17巷11號2樓,張文伋,6300000,1070913
2651,82764840,圓智工程有限公司,臺中市南屯區楓樹里互愛巷5弄11號,詹銘智,100000,1070912
2652,82764855,匠醣生技有限公司,臺中市沙鹿區鹿寮里中山路463巷3號1樓,許宜文,100000,1070912
2653,82764861,聯創一能源股份有限公司,臺中市后里區永興路17之37號1樓,高政緯,2000000,1070912
2654,82764877,鋭嘉數位文創有限公司,臺中市北區光大里中清路一段100號16樓之2,陳鵬元,1000000,1070912
2655,82764882,奇立強國際有限公司,臺中市北屯區旅順路二段117號,廖敏香,500000,1070912
2656,82764898,裕順車業有限公司,臺中市烏日區榮泉里中山路3段1003號,錢素眞,500000,1070912
2657,82764905,寶樺電子有限公司,臺中市神岡區神岡里神林路4號,黃莉樺,1000000,1070912
2658,82764911,眼見交易顧問有限公司,臺中市西區藍興里三民路一段103號10樓之1,余宗任,500000,1070913
2659,82764927,創新策略股份有限公司,臺中市南區長春里正義街21號1樓,廖玉名,1000000,1070913
2660,82764932,長坊國際有限公司,臺中市霧峰區本堂里中正路725號5樓,游筱翔,100000,1070913
2661,82764948,凱斯藝術有限公司,臺中市西區中興里向上北路145號1、2樓,董豪華,300000,1070913
2662,82764953,寶川科技有限公司,臺中市潭子區環中路一段258巷46號1樓,林淨郁,1000000,1070913
2663,82764969,慶鴻冷凍科技有限公司,臺中市龍井區新庄里新仁路22巷8號1樓,林茂寅,1000000,1070913
2664,82764975,蔦澤投資有限公司,臺中市南屯區同心里文心路一段186號4樓之9,林高德,50000000,1070913
2665,82764980,長風科技有限公司,臺中市南屯區文山里寶山五街19號1樓,蔡博戎,200000,1070913
2666,82764996,商勝投資事業股份有限公司,臺中市西區廣民里自治街5號1樓,施郭鳳珠,22000000,1070913
2667,82765003,環彩科技行銷有限公司,臺中市南區樹德里德鑫街8號1樓,蕭百岑,2000000,1070913
2668,82765019,冠成精密科技有限公司,臺中市豐原區南田里南田街177號1樓,呂成霖,1000000,1070913
2669,82765025,新勝禾有限公司,臺中市南屯區溝墘里大業路241號3樓之1,陳婧婧,500000,1070913
2670,82765030,孟卡拉科技有限公司,臺中市北區賴村里學士路273之2號11樓,沈裕源,200000,1070913
2671,82765046,創記綠能科技股份有限公司,臺中市沙鹿區美仁里四平街83號1樓,陳佑吉,2500000,1070913
2672,82765051,心誠投資有限公司,臺中市沙鹿區竹林里中山路141巷40號,吳晨碩,12000000,1070913
2673,82765067,振中投資顧問有限公司,臺中市南區福順里忠明南路789號24樓,鄭振中,25000000,1070913
2674,82765073,默契空間科技有限公司,臺中市北區健行里民權路559號3樓之1,楊興亞,1000000,1070913
2675,82765094,盛鼎水產有限公司,臺中市烏日區中山路一段和平巷130號1樓,簡全禾,3000000,1070913
2676,82765101,源安智慧工程有限公司,臺中市烏日區九德里9鄰明禮街34號1樓,葉裕源,2000000,1070913
2677,82765117,貴築房屋開發有限公司,臺中市北屯區大連北街5號,陳思妘,50000,1070913
2678,82765123,富麗達實業有限公司,臺中市太平區永和街22號5樓,詹素珍,338000,1070913
2679,82765138,大菁投資有限公司,臺中市南區新榮街93號5樓,梁瑞芳,10000000,1070913
2680,82765144,芯舍股份有限公司,臺中市西屯區福雅路128巷47號1樓,紀敏傑,2000000,1070913
2681,82765159,倍家美工程有限公司,臺中市南屯區東興東街59號7樓,黃加瑜,300000,1070914
2682,82765165,百翎有限公司,臺中市南屯區楓樹里永春東三路41號1樓,黃俊凱,1000000,1070914
2683,82765171,聯興發股份有限公司,臺中市南屯區大墩四街321號地下一層,徐英洲,1100000,1070914
2684,82765186,龢秘忒有限公司,臺中市西區民龍里臺灣大道二段285號8樓之3,劉俈瑪,800000,1070914
2685,82765192,同興翰生物科技有限公司,臺中市南區長榮里永和街256巷1-3號,吳昌翰,50000,1070914
2686,82765209,水立方資訊事業有限公司,臺中市西屯區惠來里文心路三段13之7號,李永宏,50000,1070914
2687,82765215,信穎科技有限公司,臺中市西屯區西屯路三段153之5號2樓之1,林守信,100000,1070914
2688,82765221,愛歐投資有限公司,臺中市南屯區文心路一段186號7樓之9,莫格士,100000,1070914
2689,82765236,宏昌精密有限公司,臺中市清水區橋頭里高美路315巷9弄13號1樓,王宏彬,1000000,1070914
2690,82765242,弘侑企業有限公司,臺中市烏日區榮泉里環河路五段276號,柯閔綺,500000,1070914
2691,82765257,源順興業有限公司,臺中市烏日區慶光路98-3號1樓,段家隆,1000000,1070914
2692,82765263,陽信科技有限公司,臺中市西屯區何德里漢口路二段151號15樓之7,謝愷庭,200000,1070914
2693,82765279,尚慶土地開發有限公司,臺中市北屯區仁和里豐樂二街122號1樓,林啓勛,200000,1070917
2694,82765284,仁美文創事業股份有限公司,臺中市大雅區學府路452巷16號1樓,何世六,7000000,1070917
2695,82765290,澄峰有限公司,臺中市北屯區仁和里崇德十路二段310巷98號3樓,沈佳蓉,8000000,1070917
2696,82765307,亞鼎包裝有限公司,臺中市大甲區龍泉里渭水路35之3號,郭慶章,2000000,1070917
2697,82765313,宇森材料有限公司,臺中市北區梅川西路三段66號10樓,吳國宇,1000000,1070917
2698,82765329,恩典國際實業有限公司,臺中市西區土庫里存中街3號7樓,江永存,200000,1070917
2699,82765334,冠銘精密股份有限公司,臺中市東勢區北興里公園路40號1樓,徐于喬,5000000,1070917
2700,82765340,傑尼爾國際股份有限公司,臺中市南屯區大墩十二街335號1樓,郭全凱,6000000,1070917
2701,82765355,昱勝藥品有限公司,臺中市大甲區奉化里賢仁路47號1樓,呂瑞智,1000000,1070917
2702,82765361,潞樂福祉事業有限公司,臺中市烏日區建國路375號2樓,陳子鴻,500000,1070917
2703,82765377,威崴國際企業有限公司,臺中市龍井區竹坑里沙田路四段132巷3號1樓,嚴堅維,1000000,1070917
2704,82765382,聚品建設有限公司,臺中市南屯區同心里文心路一段212號7樓之3,張坤景,9000000,1070917
2705,82765398,南琴酒店股份有限公司,臺中市北區金華里進化路372之6號1樓,韓素貞,2000000,1070917
2706,82765405,小麥電子股份有限公司,臺中市西屯區上安里臺灣大道三段556巷1弄17號1樓,黃清層,1000000,1070917
2707,82765411,千靖事業有限公司,臺中市大雅區二和里雅潭路四段600巷55弄12號1樓,劉靖微,1000000,1070917
2708,82765427,百聖興業有限公司,臺中市北屯區柳陽東街129號1樓,高培倫,300000,1070917
2709,82765432,台顧有限公司,臺中市南區南門里忠明南路1201號2樓,林詠翔,500000,1070917
2710,82765448,展豐工程有限公司,臺中市沙鹿區晉江里臺灣大道七段117號2樓,張素甄,1000000,1070917
2711,82765453,三陽開發有限公司,臺中市豐原區田心里育仁路148號1樓,張言愷,1000000,1070917
2712,82765469,燈聚環保科技有限公司,臺中市西屯區惠來里臺灣大道三段52號1樓,卓郁霖,500000,1070917
2713,82765475,柯瑞國際開發企業有限公司,臺中市神岡區新庄里溪頭路58巷19號1樓,柯俊毅,1000000,1070917
2714,82765480,來特資訊有限公司,臺中市西屯區龍門一街296號1樓,王槐榮,1200000,1070917
2715,82765496,峯達開發顧問有限公司,臺中市西區公益里忠明南路237號9樓之2,林蓬榮,1000000,1070917
2716,82765502,星穎國際顧問有限公司,臺中市西屯區市政北七路186號23樓之1、2,馬雅芬,3000000,1070917
2717,82765518,圓點聯合設計製作有限公司,臺中市神岡區大社里大漢街31巷16弄1號7樓,邱郁雯,20000,1070917
2718,82765524,匯博國際股份有限公司,臺中市南屯區黎明東街150號4樓,謝明學,10000000,1070917
2719,82765539,溫度行銷有限公司,臺中市北區健行里民權路559號3樓之1,倪箴,200000,1070918
2720,82765545,璨溱國際有限公司,臺中市西區臺灣大道二段239號9樓之1,游惠敏,1000000,1070918
2721,82765550,兆泓開發有限公司,臺中市南屯區溝墘里大業路239號3樓之1,劉舒萁,500000,1070918
2722,82765566,富比士電子商務股份有限公司,臺中市西屯區惠來里市政路402號28樓之1,張承平,11670000,1070925
2723,82765572,文藝沙發堂品牌策劃有限公司,臺中市北區賴福里太原路二段188號2樓之2,陳信志,50000,1070918
2724,82765587,永晞有限公司,臺中市大里區金城里塗城路763巷8號,林志祥,2500000,1070918
2725,82765593,說圖有限公司,臺中市北屯區平陽里大連路一段381號2樓,林冠宇,500000,1070918
2726,82765600,任詠貿易有限公司,臺中市大里區吉隆路19巷7號1樓,黃振偉,500000,1070918
2727,82765616,雅加達系統科技工程有限公司,臺中市北屯區昌平路一段400號10樓之1,陳曉明,20000000,1070918
2728,82765622,亨闓網路遊戲有限公司,臺中市西區臺灣大道二段16號15樓之1,陳佑鑫,2000000,1070918
2729,82765637,均懋實業有限公司,臺中市北屯區光西巷52號1樓,朱珮瑜,5000000,1070918
2730,82765643,呈勗餐飲有限公司,臺中市西區中興里向上北路159號,禹延順,1000000,1070918
2731,82765658,愛酷酷企業有限公司,臺中市潭子區東寶里大德北路72之1號1樓,陳佳旻,100000,1070918
2732,82765664,忠明廢鐵有限公司,臺中市南區永和里忠明南路1140號13樓之3,林家萱,3000000,1070918
2733,82765670,秉王工程有限公司,臺中市大里區東興里國光路二段500號5樓之1,賴郁靜,200000,1070918
2734,82765685,希洛克國際有限公司,臺中市大里區東興里國光路二段500號5樓之6,黃聖迪,200000,1070918
2735,82765691,仲信數位有限公司,臺中市北區錦新街28號10樓,楊朝仲,100000,1070918
2736,82765708,志業投資有限公司,臺中市太平區太平路327號4樓,朱振鰲,100000,1070918
2737,82765714,乃全科技有限公司,臺中市大里區長榮里東榮路35巷62之3號1樓,富志翔,200000,1070918
2738,82765720,鄉同股份有限公司,臺中市西屯區文心路三段241號10樓之1,簡維盈,200000,1070918
2739,82765735,鈺泰工業有限公司,臺中市西區民龍里臺灣大道二段186號20樓之5,劉學忠,100000,1070918
2740,82765741,頤品食品有限公司,臺中市南屯區豐樂里豐偉路66號4樓之2,馮啟鳴,500000,1070918
2741,82765756,美立達有限公司,臺中市沙鹿區興安里興安路51巷12號2樓,王友志,300000,1070918
2742,82765762,辰得工程有限公司,臺中市大里區立仁里新仁路一段290號1樓,陳鈺玫,1000000,1070918
2743,82765778,鴻運開發有限公司,臺中市南區永興里工學路59巷63號,蔡光曜,1000000,1070918
2744,82765783,凱莉投資有限公司,臺中市南區三民西路256號19樓之5,韓錫文,100000,1070918
2745,82765799,崇祐管理顧問有限公司,臺中市北區五常里五順街31號1樓,詹志宗,500000,1070919
2746,82765806,融誠實業有限公司,臺中市潭子區甘蔗里興華一路281號1樓,賴理凡,6000000,1070919
2747,82765812,樂可車業有限公司,臺中市北屯區水湳里大連路一段66巷42之1號1樓,黃俊騫,1000000,1070919
2748,82765828,四維羅設計有限公司,臺中市潭子區勝利五街28號,羅鈞民,100000,1070919
2749,82765833,尚鴻開發貿易有限公司,臺中市豐原區東勢里育才街71號11樓之1,沈國肇,1800000,1070919
2750,82765849,麥啤兒股份有限公司,臺中市北屯區平心里文心路四段627號,張嘉麟,6000000,1070919
2751,82765854,李哥港點有限公司,臺中市西屯區何源里華美西街二段309號,招鏡超,1600000,1070919
2752,82765860,鑫迪亞有限公司,臺中市西屯區寧夏路195之8號9樓,王藺筑,1000000,1070919
2753,82765876,冠碩茶業有限公司,臺中市潭子區頭家里頭家路211號1樓,魏家壕,500000,1070919
2754,82765881,植穗餐飲有限公司,臺中市南屯區溝墘里公益路二段242號,楊岱燕,1000000,1070919
2755,82765897,富晟電機有限公司,臺中市北屯區廍子里軍福七路36號9樓之1,魏士欽,500000,1070919
2756,82765910,禾旭地產有限公司,臺中市西屯區上安里至善路18巷13號,王秀惠,50000,1070919
2757,82765926,柏宏建材實業有限公司,臺中市西屯區福恩里工業區一路66號3樓之7,張心怡,500000,1070919
